,CDPRO,DESCR,UNIDA,PRCOM,FATOR,DILUICAO,EQUIV,DENSIDADE,PRVEN,ARGUMENTO,PARAMETRO
137,911.0,KALI CARBONICO,G  ,1.34,0.0,1.0,1.0,1.0,12.44898,,
138,54.0,KALIUM CARBONICUM HO,G  ,1.34,0.0,1.0,1.0,1.0,12.44898,,
139,909.0,CARBONICUM KALIUM,G  ,1.34,0.0,1.0,1.0,1.0,12.44898,,
140,910.0,CARBONICO KALI,G  ,1.34,0.0,1.0,1.0,1.0,12.44898,,
141,911.0,KALI CARBONICO,G  ,1.34,0.0,1.0,1.0,1.0,12.44898,,
142,54.0,KALIUM CARBONICUM HO,G  ,1.34,0.0,1.0,1.0,1.0,12.44898,,
143,,,G  ,0.14111,0.0,1.0,1.0,1.0,1.31095,,
144,56.0,GLONOINUM HO,G  ,0.14111,0.0,1.0,1.0,1.0,1.31095,,
145,,,G  ,0.14111,0.0,1.0,1.0,1.0,1.31095,,
146,,,G  ,0.14111,0.0,1.0,1.0,1.0,1.31095,,
147,56.0,GLONOINUM HO,G  ,0.14111,0.0,1.0,1.0,1.0,1.31095,,
148,144.0,CHINA,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
149,3497.0,CINCHONA OFFICINALIS,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
150,62.0,CHINA OFFICINALIS HO,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
151,144.0,CHINA,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
152,3497.0,CINCHONA OFFICINALIS,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
153,62.0,CHINA OFFICINALIS HO,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
154,144.0,CHINA,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
155,3497.0,CINCHONA OFFICINALIS,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
156,62.0,CHINA OFFICINALIS HO,G  ,1.8933,1.0912,1.0,1.0,1.0,2.06597,,
157,,,G  ,0.72463,4.0956,1.0,1.0,1.0,2.96779,,
158,64.0,CIMICIFUGA HO,G  ,0.72463,4.0956,1.0,1.0,1.0,2.96779,,
159,,,G  ,0.72463,4.0956,1.0,1.0,1.0,2.96779,,
160,,,G  ,0.72463,4.0956,1.0,1.0,1.0,2.96779,,
161,,,G  ,0.83333,3.5613,1.0,1.0,1.0,2.96774,,
162,65.0,ZINCUM ARSENICICUM HO,G  ,0.83333,3.5613,1.0,1.0,1.0,2.96774,,
163,,,G  ,0.83333,3.5613,1.0,1.0,1.0,2.96774,,
164,,,G  ,0.83333,3.5613,1.0,1.0,1.0,2.96774,,
165,30306.0,IODUM HOMEOP,G  ,1.5,1.3654,1.0,1.0,1.0,2.0481,,
166,30307.0,JODUM HOMEOP,G  ,1.5,1.3654,1.0,1.0,1.0,2.0481,,
167,67.0,IODIUM HO,G  ,1.5,1.3654,1.0,1.0,1.0,2.0481,,
168,30306.0,IODUM HOMEOP,G  ,1.5,1.3654,1.0,1.0,1.0,2.0481,,
169,30307.0,JODUM HOMEOP,G  ,1.5,1.3654,1.0,1.0,1.0,2.0481,,
170,30306.0,IODUM HOMEOP,G  ,1.5,1.3654,1.0,1.0,1.0,2.0481,,
171,30307.0,JODUM HOMEOP,G  ,1.5,1.3654,1.0,1.0,1.0,2.0481,,
172,151.0,ACONITUM H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
173,497.0,ACONITO NAPELUS H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
174,499.0,ACONITO H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
175,71.0,ACONITUM NAPELUS HO,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
176,151.0,ACONITUM H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
177,497.0,ACONITO NAPELUS H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
178,499.0,ACONITO H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
179,71.0,ACONITUM NAPELUS HO,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
180,151.0,ACONITUM H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
181,497.0,ACONITO NAPELUS H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
182,499.0,ACONITO H,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
183,71.0,ACONITUM NAPELUS HO,G  ,1.9315,0.0,1.0,1.0,1.0,17.94418,,
184,74.0,SECALE CORNUTO,G  ,1.42,0.0,1.0,1.0,1.0,13.1922,,
185,72.0,SECALE CORNUTUM HO,G  ,1.42,0.0,1.0,1.0,1.0,13.1922,,
186,74.0,SECALE CORNUTO,G  ,1.42,0.0,1.0,1.0,1.0,13.1922,,
187,72.0,SECALE CORNUTUM HO,G  ,1.42,0.0,1.0,1.0,1.0,13.1922,,
188,74.0,SECALE CORNUTO,G  ,1.42,0.0,1.0,1.0,1.0,13.1922,,
189,72.0,SECALE CORNUTUM HO,G  ,1.42,0.0,1.0,1.0,1.0,13.1922,,
190,,,G  ,0.024,27.0904,1.0,1.0,1.0,0.65017,,
191,84.0,DIPROPILENOGLICOL,G  ,0.024,27.0904,1.0,1.0,1.0,0.65017,,
192,,,G  ,0.024,27.0904,1.0,1.0,1.0,0.65017,,
193,,,G  ,0.024,27.0904,1.0,1.0,1.0,0.65017,,
194,5761.0,FOSFORO COMPLEXO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
195,24426.0,QUELADO FOSFORO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
196,25433.0,FOSFORO MINERALS BUFERED,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
197,25547.0,KELATTIVO FOSFORO 20%,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
198,38993.0,FOSFORO GLICINATO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
199,38995.0,FOSFORO GLICINA,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
200,38996.0,FOSFORO GLICINA QUELADO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
201,39118.0,FOSFORO BISGLICINATO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
202,96.0,FOSFORO QUELADO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
203,5761.0,FOSFORO COMPLEXO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
204,24426.0,QUELADO FOSFORO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
205,25433.0,FOSFORO MINERALS BUFERED,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
206,25547.0,KELATTIVO FOSFORO 20%,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
207,38993.0,FOSFORO GLICINATO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
208,38995.0,FOSFORO GLICINA,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
209,38996.0,FOSFORO GLICINA QUELADO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
210,39118.0,FOSFORO BISGLICINATO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
211,96.0,FOSFORO QUELADO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
212,5761.0,FOSFORO COMPLEXO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
213,24426.0,QUELADO FOSFORO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
214,25433.0,FOSFORO MINERALS BUFERED,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
215,25547.0,KELATTIVO FOSFORO 20%,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
216,38993.0,FOSFORO GLICINATO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
217,38995.0,FOSFORO GLICINA,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
218,38996.0,FOSFORO GLICINA QUELADO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
219,39118.0,FOSFORO BISGLICINATO,G  ,0.403,2.52,4.89,1.0,1.0,1.01559,,
220,5013.0,AURUM FOLIATUM,G  ,1.244,0.0,1.0,1.0,1.0,11.55711,,
221,111.0,AURUM METALLICUM HO,G  ,1.244,0.0,1.0,1.0,1.0,11.55711,,
222,5013.0,AURUM FOLIATUM,G  ,1.244,0.0,1.0,1.0,1.0,11.55711,,
223,111.0,AURUM METALLICUM HO,G  ,1.244,0.0,1.0,1.0,1.0,11.55711,,
224,5013.0,AURUM FOLIATUM,G  ,1.244,0.0,1.0,1.0,1.0,11.55711,,
225,111.0,AURUM METALLICUM HO,G  ,1.244,0.0,1.0,1.0,1.0,11.55711,,
226,25435.0,GLUTAMINA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
227,39682.0,LEVOGLUTAMIDA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
228,63472.0,L GLUTAMINA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
229,124.0,GLUTAMINA L,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
230,25435.0,GLUTAMINA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
231,39682.0,LEVOGLUTAMIDA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
232,63472.0,L GLUTAMINA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
233,124.0,GLUTAMINA L,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
234,25435.0,GLUTAMINA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
235,39682.0,LEVOGLUTAMIDA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
236,63472.0,L GLUTAMINA,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
237,124.0,GLUTAMINA L,G  ,0.0719,5.6355,1.0,1.0,0.57,0.40519,,
238,975.0,MAGNESIO PHOSPHORICO HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
239,976.0,PHOSPHORICUM MAGNESIUM HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
240,977.0,PHOSPHORICO MAGNESIO HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
241,141.0,MAGNESIA PHOSPHORICA HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
242,975.0,MAGNESIO PHOSPHORICO HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
243,976.0,PHOSPHORICUM MAGNESIUM HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
244,977.0,PHOSPHORICO MAGNESIO HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
245,141.0,MAGNESIA PHOSPHORICA HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
246,975.0,MAGNESIO PHOSPHORICO HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
247,976.0,PHOSPHORICUM MAGNESIUM HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
248,977.0,PHOSPHORICO MAGNESIO HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
249,141.0,MAGNESIA PHOSPHORICA HO,G  ,1.208,0.0,1.0,1.0,1.0,11.22266,,
250,369.0,BASILICUM,G  ,7.882,7.211,1.0,1.0,1.0,56.8371,,
251,168.0,ELM FL,G  ,7.882,7.211,1.0,1.0,1.0,56.8371,,
252,369.0,BASILICUM,G  ,7.882,7.211,1.0,1.0,1.0,56.8371,,
253,168.0,ELM FL,G  ,7.882,7.211,1.0,1.0,1.0,56.8371,,
254,369.0,BASILICUM,G  ,7.882,7.211,1.0,1.0,1.0,56.8371,,
255,168.0,ELM FL,G  ,7.882,7.211,1.0,1.0,1.0,56.8371,,
256,669.0,CANABIS,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
257,171.0,CANNABIS SATIVA HO,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
258,669.0,CANABIS,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
259,669.0,CANABIS,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
260,,,G  ,1.8933,5.5287,1.0,1.0,1.0,10.46749,,
261,174.0,MEDORRHINUM HO,G  ,1.8933,5.5287,1.0,1.0,1.0,10.46749,,
262,,,G  ,1.8933,5.5287,1.0,1.0,1.0,10.46749,,
263,174.0,MEDORRHINUM HO,G  ,1.8933,5.5287,1.0,1.0,1.0,10.46749,,
264,,,G  ,1.8933,5.5287,1.0,1.0,1.0,10.46749,,
265,174.0,MEDORRHINUM HO,G  ,1.8933,5.5287,1.0,1.0,1.0,10.46749,,
266,,,G  ,1.5165,0.0,1.0,1.0,1.0,14.08871,,
267,177.0,CAUSTICUM HO,G  ,1.5165,0.0,1.0,1.0,1.0,14.08871,,
268,,,G  ,1.5165,0.0,1.0,1.0,1.0,14.08871,,
269,177.0,CAUSTICUM HO,G  ,1.5165,0.0,1.0,1.0,1.0,14.08871,,
270,,,G  ,1.5165,0.0,1.0,1.0,1.0,14.08871,,
271,177.0,CAUSTICUM HO,G  ,1.5165,0.0,1.0,1.0,1.0,14.08871,,
272,191.0,BARYUM CARBONICUM,G  ,1.76,0.0,1.0,1.0,1.0,16.35089,,
273,597.0,BARITUM CARBONICUM,G  ,1.76,0.0,1.0,1.0,1.0,16.35089,,
274,598.0,CARBONICUM BARITUM,G  ,1.76,0.0,1.0,1.0,1.0,16.35089,,
