,CDPRO,DESCR,UNIDA,PRCOM,FATOR,DILUICAO,EQUIV,DENSIDADE,PRVEN,ARGUMENTO,PARAMETRO
42,38187.0,LICORICE (30% AC GLIC) SÓ REC,G  ,0.699,5.762,1.15,1.0,0.69,4.02764,,
43,38136.0,EXT SECO LICORICE30%-SÓRECEITA,G  ,0.699,5.762,1.15,1.0,0.69,4.02764,,
44,38137.0,ALCACUZ (30% AC GLIC) SÓ REC,G  ,0.699,5.762,1.15,1.0,0.69,4.02764,,
45,38138.0,GLICIRRIZA GLABRA(30%AG)SÓ REC,G  ,0.699,5.762,1.15,1.0,0.69,4.02764,,
46,38935.0,LICORICE (EXT CONCENTR ALCAÇUZ,G  ,0.699,5.762,1.15,1.0,0.69,4.02764,,
47,38580.0,CAPSAICINOIDES 40%,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
48,30333.0,CAPSIATE,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
49,30436.0,CAPSIATO,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
50,36370.0,CAPSICI EXT SECO 40%,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
51,34397.0,CAPSICUM ANNUM,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
52,35388.0,CAPSICI,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
53,31432.0,PIMENTA CAYENA,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
54,34396.0,CAPSAICINA P/ CÁPSULAS,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
55,30435.0,CAPSIATE,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
56,30779.0,40% CAPSAICINOIDES,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
57,38217.0,Ñ USAR - CAPSIATE LEMMA,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
58,30434.0,NONENOIC ACID,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
59,30334.0,NANOACID ACID,G  ,4.9,12.442,1.09,1.0,0.64,60.9658,,
60,32640.0,CREME LANETTE,G  ,0.062,3.1328,1.0,1.0,1.0,0.1943,,
61,31255.0,CREME BASE STIMULATOR DR.OSVAL,G  ,0.062,3.1328,1.0,1.0,1.0,0.1943,,
62,31732.0,CREME LANNETE AP,G  ,0.062,3.1328,1.0,1.0,1.0,0.1943,,
63,29398.0,OL MELALEUCA NANOENCAPSULADO,G  ,0.967,31.2445,1.0,1.0,0.98,30.21343,,
64,29404.0,EPICUTTEN TT,G  ,0.967,31.2445,1.0,1.0,0.98,30.21343,,
65,29401.0,NANOSSOMAS OLEO MELALEUCA,G  ,0.967,31.2445,1.0,1.0,0.98,30.21343,,
66,29399.0,CICLODEXTRINA OL MELALEUCA,G  ,0.967,31.2445,1.0,1.0,0.98,30.21343,,
67,29402.0,NV104,G  ,0.967,31.2445,1.0,1.0,0.98,30.21343,,
68,29400.0,LIPOSSOMAS OL MELALEUCA,G  ,0.967,31.2445,1.0,1.0,0.98,30.21343,,
69,29403.0,OL MELALEUCA NANOVETORES,G  ,0.967,31.2445,1.0,1.0,0.98,30.21343,,
70,24309.0,EXT SECO CATS CLAW,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
71,27298.0,Ñ USAR,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
72,24310.0,CATS CLAW EXT SECO,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
73,41745.0,"UNHA GATO EXT 0,5% ALCAL TOTAI",G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
74,41744.0,"UNCARIA TOMENTOSA(0,5% ALCALOI",G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
75,24305.0,UNHA GATO EXT SECO,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
76,24306.0,EXT SECO UNHA DE GATO,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
77,24308.0,EXT SECO UNCARIA TOMENTOSA,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
78,24307.0,UNCARIA TOMENTOSA EXT SECO,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
79,33345.0,UNHA DE GATO EXT SECO,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
80,27296.0,Ñ USAR,G  ,0.12305,9.1332,1.01,1.0,0.48,1.12384,,
81,31322.0,AC D-ASPARTICO 2000MG-CAP,UN ,0.5103,12.9821,1.0,1.0,1.0,6.6248,,
82,6508.0,PANTOPRAZOL (C/SODICO),G  ,1.14214,14.1641,6.65,1.13,0.81,16.17739,,
83,2508.0,PANTOPRAZOL SODICO PELLETS,G  ,1.14214,14.1641,6.65,1.0,0.81,16.17739,,
84,39213.0,PROPOLIS EXT P/DERMATO,G  ,0.0434,46.6224,1.0,1.0,1.015,2.02341,,
85,5248.0,EXT GLICOL PROPOL 30%,G  ,0.0434,46.6224,1.0,1.0,1.015,2.02341,,
86,34444.0,Ñ USAR,G  ,0.0434,46.6224,1.0,1.0,1.015,2.02341,,
87,35270.0,EXT GLICOL PROPOLIS,G  ,0.0434,46.6224,1.0,1.0,1.015,2.02341,,
88,34445.0,Ñ USAR,G  ,0.0434,46.6224,1.0,1.0,1.015,2.02341,,
89,37191.0,TOMILHO TINT,G  ,0.0363,14.9242,1.0,1.0,1.0,0.54175,,
90,36857.0,TINT TOMILHO,G  ,0.0363,14.9242,1.0,1.0,1.0,0.54175,,
91,37194.0,TINT TIMUS VULGARIS,G  ,0.0363,14.9242,1.0,1.0,1.0,0.54175,,
92,37195.0,TIMUS VULGARIS TINT,G  ,0.0363,14.9242,1.0,1.0,1.0,0.54175,,
93,37193.0,TINT THYMUS VULGARIS,G  ,0.0363,14.9242,1.0,1.0,1.0,0.54175,,
94,37192.0,THYMUS VULGARIS TINT,G  ,0.0363,14.9242,1.0,1.0,1.0,0.54175,,
95,31256.0,SUPRO 500E SOLAE,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
96,24139.0,PROTEINA SOJA ISOLADA 90%,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
97,24141.0,PROTEINATO DE SOJA,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
98,27746.0,SOY PROTEIN,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
99,30706.0,VEGESOY ISOLATED,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
100,24140.0,VEGESOY,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
101,24522.0,BASE SHAKE VEGESOY,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
102,27978.0,FIBRA DE SOJA,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
103,27747.0,SOY PROTEIN ISOLATE,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
104,24523.0,SHAKE VEGESOY,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
105,24524.0,BASE SHAKE PROTEINA SE SOJA,G  ,0.09017,6.8661,1.0,1.0,1.0,0.61912,,
106,39661.0,LACTOBACILLUS ACIDOPHILLUS L92,G  ,36.2039,10.3472,1.05,1.0,0.68,374.60899,,
107,39660.0,LACTO L92,G  ,36.2039,10.3472,1.05,1.0,0.68,374.60899,,
108,39658.0,L-92 ACIDOPHILLUS,G  ,36.2039,10.3472,1.05,1.0,0.68,374.60899,,
109,39356.0,LACTOBACILOS ACIDOPHILUS L-92,G  ,36.2039,10.3472,1.05,1.0,0.68,374.60899,,
110,39659.0,L92 ACIDOPHILLUS,G  ,36.2039,10.3472,1.05,1.0,0.68,374.60899,,
111,39662.0,LACTOBACILLUS L92,G  ,36.2039,10.3472,1.05,1.0,0.68,374.60899,,
112,39042.0,**L92 ACIDOPHILUS POWDER-DESC,G  ,36.2039,10.3472,1.05,1.0,0.68,374.60899,,
113,41336.0,MELIA AZEDARACH L.,G  ,0.35,0.0,1.05,1.0,0.55,4.39949,,
114,41445.0,CINAMOMO EXT SECO,G  ,0.35,0.0,1.05,1.0,0.55,4.39949,,
115,35507.0,MELIA SEMPERVIRENS(L) SW,G  ,0.35,0.0,1.05,1.0,0.55,4.39949,,
116,38973.0,AZADIRACHTA INDICA A.JUSS EXT,G  ,0.35,0.0,1.05,1.0,0.55,4.39949,,
117,35506.0,NEEM,G  ,0.35,0.0,1.05,1.0,0.55,4.39949,,
118,35508.0,MELIA DUBIA CAVANILES,G  ,0.35,0.0,1.05,1.0,0.55,4.39949,,
119,35509.0,MELIA COMPOSITE WILLD,G  ,0.35,0.0,1.05,1.0,0.55,4.39949,,
120,32022.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
121,25708.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
122,37422.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
123,37285.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
124,37531.0,NAO USAR,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
125,26449.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
126,37284.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
127,25589.0,NANO TECH-C - DESCONTINUADO,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
128,34473.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
129,25705.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
130,25706.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
131,25707.0,Ñ USAR - VER CÓD 39678,G  ,0.405,39.0657,1.0,1.0,1.0,15.82161,,
132,30588.0,ESTRIOL BASE P/CREME,G  ,0.3364,10.7764,50.0,1.0,1.0,3.6248,,
133,30592.0,ESTRIOL P/CREME DUOLIPO,G  ,0.3364,10.7764,50.0,1.0,1.0,3.6248,,
134,30580.0,ESTRIOL DILUICAO 2%-P/CREME,G  ,0.3364,10.7764,50.0,1.0,1.0,3.6248,,
135,30591.0,THEELOL P/CREME,G  ,0.3364,10.7764,50.0,1.0,1.0,3.6248,,
136,30590.0,ESTRIOL NATURAL P/CREME,G  ,0.3364,10.7764,50.0,1.0,1.0,3.6248,,
137,32111.0,ESTRIOL P/NANO DR ROGERIO,G  ,0.3364,10.7764,50.0,1.0,1.0,3.6248,,
138,30589.0,ESTRIOL (E3) P/CREME,G  ,0.3364,10.7764,50.0,1.0,1.0,3.6248,,
139,40821.0,HIALURONATO SODIO USO VAGINAL,G  ,1.2705,12.702,1.07,1.0,0.21,16.13789,,
140,35998.0,AC HIALURONICO (USO INTERNO),G  ,1.2705,12.702,1.07,1.0,0.21,16.13789,,
141,40175.0,HIALURONATO SODIO (USO ORAL),G  ,1.2705,12.702,1.07,1.0,0.21,16.13789,,
142,36001.0,AC HIALURONICO USO VAGINAL,G  ,1.2705,12.702,1.07,1.0,0.21,16.13789,,
143,35997.0,HA USO ORAL,G  ,1.2705,12.702,1.07,1.0,0.21,16.13789,,
144,28883.0,AC HIALURONICO ORAL,G  ,1.2705,12.702,1.07,1.0,0.21,16.13789,,
145,36000.0,AH POWER (ORAL),G  ,1.2705,12.702,1.07,1.0,0.21,16.13789,,
146,35999.0,HA POWDER (ORAL),G  ,1.2705,12.702,1.07,1.0,0.21,16.13789,,
147,32721.0,CYAMOPSIS PSORALIOIDES DC,G  ,0.055,9.1332,1.13,1.0,0.63,0.50233,,
148,24567.0,GOMA GUAR,G  ,0.055,9.1332,1.13,1.0,0.63,0.50233,,
149,32720.0,CYAMOPSIS TETRAGONOLOBUS L.,G  ,0.055,9.1332,1.13,1.0,0.63,0.50233,,
150,71055.0,GOMAGUAR,G  ,0.055,9.1332,1.13,1.0,0.63,0.50233,,
151,26783.0,GOMA GUAR PO,G  ,0.055,9.1332,1.13,1.0,0.63,0.50233,,
152,7640.0,GUARGUM,G  ,0.055,9.1332,1.13,1.0,0.63,0.50233,,
153,40398.0,*FERRO POLIMALTOSE,G  ,1.78,9.7308,1.04,1.0,1.0,17.32082,,
154,40399.0,FERRIPOLIMALTOSE,G  ,1.78,9.7308,1.04,3.35,1.0,17.32082,,
155,40473.0,FERRO (FERRO POLIMALTOSE),G  ,1.78,9.7308,1.04,3.35,1.0,17.32082,,
156,40651.0,FERRO POLIMALTOSE,G  ,1.78,9.7308,1.04,3.35,1.0,17.32082,,
157,41100.0,HIDROXIDO FERRO POLIMALTOSADO,G  ,1.78,9.7308,1.04,3.35,1.0,17.32082,,
158,40471.0,FERRO POLIMALTOSE (FE ELEMENTA,G  ,1.78,9.7308,1.04,3.35,1.0,17.32082,,
159,4885.0,FERRO QUELADO TASTE FREE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
160,41327.0,FERRO QUELADO P/ PASTILHA,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
161,32415.0,FERRO QUELADO P/SOL ORAL,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
162,39249.0,FERRO GLICINA P/GOMA,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
163,11484.0,FERRO TASTE FREE 19% ,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
164,39245.0,FERRO ALBION® P/CAPS SL,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
165,39247.0,FERRO QUELADO P/CAPS SL,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
166,39248.0,FERRO ALBION® P/GOMA,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
167,39255.0,FERRO ALBION P/CALDA CACAU,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
168,30834.0,FERRO QUELADO P/SHAKE/SACHE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
169,33979.0,FERRO ALBION® P/SHAKE/SACHE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
170,30874.0,FERRO GLICINATO QTF 19% ,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
171,39250.0,FERRO QUELADO P/GOMA,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
172,40822.0,FERRO P/ GOTAS,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
173,39256.0,FERRO GLICINA P/CALDA CACAU,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
174,40660.0,FERRO QUELADO P/ GOTAS,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
175,39313.0,FERRO GLICINA P/ SOL ORAL,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
176,39252.0,FERRO ALBION P/CHOCOLATE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
177,39254.0,FERRO QUELADO P/CHOCOLATE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
178,41363.0,FERRO ALBION® P/ GOTAS,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
179,39246.0,FERRO GLICINA P/CAPS SL,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
180,11435.0,FERRO TASTE FREE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
181,33978.0,FERRO ALBION® P/SOL ORAL,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
182,39253.0,FERRO GLICINA P/CHOCOLATE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
183,39257.0,FERRO QUELADO P/CALDA CACAU,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
184,39271.0,FERRO P/FLACONETE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
185,39244.0,FERRO GLICINA P/SHAKE/SACHE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
186,31097.0,FERRO P/SHAKE E SACHE ,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
187,40687.0,FERRO GLICINATO TASTE FREE,G  ,1.03,10.3858,5.15,1.0,0.718,10.69737,,
188,25668.0,MOLIBDENIO (QUELADO),G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
189,24972.0,MOLIBIDENIO QUELADO,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
190,30881.0,Ñ USAR - MOLIBDENIO GLI,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
191,27707.0,MOLIBDENIO(QUELADO ,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
192,39239.0,MOLIBDENIO GLICINATO,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
193,25669.0,MOLIBIDENIO QUELADO,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
194,35037.0,MOLIBDENIO METALOSATO,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
195,24970.0,MOLIBDENIO QUELADO,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
196,39237.0,MOLIBDENIO BISGLICINATO,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
197,24969.0,MOLIBDENIO QUELADO,G  ,0.88,9.7075,91.83,1.0,0.64,8.5426,,
198,24422.0,LEUCINA L,G  ,0.147,6.3367,1.0,1.0,0.41,0.93149,,
199,24421.0,L LEUCINA,G  ,0.147,6.3367,1.0,1.0,0.41,0.93149,,
200,54471.0,LEUCINA,G  ,0.147,6.3367,1.0,1.0,0.41,0.93149,,
201,24928.0,8-MOP,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
202,439.0,8 METOXIPSORALEN,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
203,23890.0,METOXALEN,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
204,23892.0,PSORALENO,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
205,23891.0,METOXSALENO,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
206,33141.0,OXSORALEN,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
207,54598.0,8 MOP,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
208,58816.0,OXORALEN,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
209,58828.0,METOXIPSORALENO,G  ,4.44,10.1545,1.01,1.0,1.0,45.08598,,
210,8909.0,RAFFERMINE ®,G  ,6.45,3.4945,1.0,1.0,1.011,22.53953,,
211,8910.0,RAFERMINE,G  ,6.45,3.4945,1.0,1.0,1.011,22.53953,,
212,25357.0,METHHYLSILANOL HYDROXYPROLINE ,G  ,6.45,3.4945,1.0,1.0,1.011,22.53953,,
213,25356.0,RAFFERMINE®,G  ,6.45,3.4945,1.0,1.0,1.011,22.53953,,
214,26746.0,RAFFERMINE,G  ,6.45,3.4945,1.0,1.0,1.011,22.53953,,
215,36576.0,RHAMNOSOFT,G  ,6.45,3.4945,1.0,1.0,1.011,22.53953,,
216,38936.0,OMEGA GOLD BASE,G  ,0.1106,16.3543,1.0,1.0,1.0,1.80879,,
217,38745.0,BASE OMEGA GOLD,G  ,0.1106,16.3543,1.0,1.0,1.0,1.80879,,
218,40619.0,Ñ USAR - VER COD 41710,G  ,0.0046,48.0135,1.0,1.0,1.0,0.2193,,
219,40808.0,VER CÓD 41709,G  ,0.0046,48.0135,1.0,1.0,1.0,0.2193,,
220,39762.0,XAROPE BASE SEM CMC,G  ,0.0046,48.0135,1.0,1.0,1.0,0.2193,,
221,40886.0,XAROPE SEM CMC,G  ,0.0046,48.0135,1.0,1.0,1.0,0.2193,,
222,39761.0,XAROPE BASE GOMA XANTANA S/CMC,G  ,0.0046,48.0135,1.0,1.0,1.0,0.2193,,
223,39763.0,XAROPE/GOTAS SEM CMC,G  ,0.0046,48.0135,1.0,1.0,1.0,0.2193,,
224,39764.0,XAROPE GOMA XANTANA S/CMC,G  ,0.0046,48.0135,1.0,1.0,1.0,0.2193,,
225,28991.0,Ñ USAR,G  ,0.1103,4.2316,1.0,1.0,1.0,0.46675,,
226,28989.0,Ñ USAR,G  ,0.1103,4.2316,1.0,1.0,1.0,0.46675,,
227,31369.0,Ñ USAR,G  ,0.1103,4.2316,1.0,1.0,1.0,0.46675,,
228,28992.0,Ñ USAR,G  ,0.1103,4.2316,1.0,1.0,1.0,0.46675,,
229,32693.0,VIT D3 - SOL GOTAS(ACIMA 2.000,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
230,32696.0,VIT D3 DIL OLEOSA(ACIMA 2000UI,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
231,30153.0,COLECALCIFEROL LIQ(ACIMA 2.000,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
232,35101.0,VIT D3 P/ GOTAS(ACIMA 2000UI,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
233,35100.0,VIT D3 P/ OLEO - TOPICO,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
234,40817.0,VIT D3 LIPOF P/GTS(ACIMA 2000U,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
235,27853.0,VIT D3 LIQ DIL 1%(ACIMA 2000UI,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
236,30365.0,VIT D P/SOL SUB(ACIMA 2.000UI),G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
237,39631.0,VIT D TOPICA,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
238,32695.0,Ñ USAR,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
239,39630.0,VIT D3 TOPICA,G  ,0.3905,9.0949,100.0,1.0,1.0,3.5513,UI                            ,40000000
240,36789.0,ESTRADIOL P/ FILME,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
241,19653.0,*ESTRADIOL USP,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
242,37327.0,ESTRADIOL P/ ADESIVO TRANSD,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
243,18429.0,*17-BETA ESTRADIOL,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
244,18442.0,*ESTRADIOL BI,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
245,41398.0,ESTRADIOL P/ DERMATO,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
246,36790.0,ESTRADIOL P/BASE HIPOALERGENIC,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
247,30754.0,ESTRADIOL P/USO FACIAL,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
248,41512.0,ESTRADIOL P/ EMB TOPI CLICK,G  ,35.70688,13.7103,1.04,1.0,0.23,489.55204,,
