"CDPRO","DESCR","UNIDA","PRCOM","FATOR","DILUICAO","EQUIV","DENSIDADE","PRVEN"
8815,"FR ESMALTE 10ML","UN ",1.7729,5.5721,1,1,1,9.87878
8873,"FR SABONET VIDRO 175ML","UN ",4.573,0,1,1,1,29.68627
8893,"POTE CREME VIDRO 30G","UN ",2.3756,5.5721,1,1,1,13.23708
8908,"VD ESMALTE 8ML","UN ",0.158,0,1,1,1,0.553
8930,"POTE CREME VIDRO 60G","UN ",2.4448,5.5721,1,1,1,13.62267
8954,"VIDRO SAL BANHO TINT 175ML","UN ",4.639,0,1,1,1,30.11472
8955,"VIDRO SAL BANHO QUAD 120ML","UN ",5.2565,0,1,1,1,34.12331
9052,"POTE CAPS MINI 30ML","UN ",0.06,5.5,1,1,1,0.33
9059,"*ETIQ 1 DOSE=2 PASTILHAS 40X10","UN ",0.05,0,1,1,1,0.28845
9200,"*POTE PRETO MP 2000ML","UN ",4.38165,0,1,1,1,25.27748
9201,"*INAT POTE LAB VIDRO CAPS 2L","UN ",5.50087,0,1,1,1,31.73419
9337,"POTE CAPS GRANDE 160ML","UN ",0.15,5.5,1,1,1,0.825
9458,"*VD R24 500ML CRISTAL","UN ",6.99,5.7688,1,1,1,40.32391
9520,"*POTE CREME 30G C/FRISO OURO","UN ",0.91303,7.9299,1,1,1,7.24024
9561,"POTE CAPS PEQ N 80ML","UN ",0.112,5.5,1,1,1,0.616
9562,"POTE CAPS GRANDEN200ML","UN ",0.15,5.5,1,1,1,0.825
9563,"POTE CAPS MINI N 50ML","UN ",0.1,5.5,1,1,1,0.55
9662,"POTE 100 SACHES","UN ",27.9687,2.4551,1,1,1,68.66596
9740,"*POTE CREME 60G C/FRISO OURO","UN ",0.97314,7.9299,1,1,1,7.7169
10080,"*INAT SACOLA PLAST BCA MED ESS","UN ",0.9,0,1,1,1,5.19205
10220,"*INAT BISNAGA PLAST 15G","UN ",0.32,0,1,1,1,1.84606
10303,"*INAT BISNAGA PLAST BCA 30G","UN ",0.716,0,1,1,1,4.13056
10352,"*CANULA 57MM P/10ML","UN ",0.195,6.2607,1,1,1,1.22084
10420,"*CANULA 62/64/65MM P/20ML","UN ",0.168,6.9713,1,1,1,1.17118
10467,"*FR APLIC 60ML","UN ",0.5671,0,1,1,1,3.27157
10641,"POTE CAPS MEDIO N110ML","UN ",0.091,0,1,1,1,0.3185
10776,"*INAT TP APLIC 60ML","UN ",0.10503,0,1,1,1,0.60591
11824,"BISNAGA PLAST 15G","UN ",1.0542,0,1,1,1,6.84349
11850,"BISNAGA PLAST 30G","UN ",1.4502,0,1,1,1,9.41418
14151,"POTE 30 SACHES GRANDES","UN ",12.6028,8.6738,1,1,1,109.31417
14424,"FR CONTA-GOTAS 60ML","UN ",1.3013,0,1,1,1,8.44757
14655,"POTE 15 SACHES GRANDES","UN ",6.3014,0,1,1,1,40.90642
15039,"POTE 5 SACHES","UN ",8.50982,2.1493,1,1,1,18.29016
17462,"GALAO 20 L","UN ",5.81802,0,1,1,1,20.36307
17474,"GALAO 10 L","UN ",2.91349,0,1,1,1,10.19722
17498,"GALAO  5 L","UN ",1.25504,2,1,1,1,2.51008
17727,"BISNAGA PLASTICA 15G","UN ",0.16,0,1,1,1,0.56
20585,"*ETIQ POLIC FED/CIV/EXRC 90X45","UN ",0.25,0,1,1,1,1.44224
21645,"*ETIQ T4 25MCG/T3 5MCG 30X10MM","UN ",0.05,0,1,1,1,0.28845
22685,"*ETIQ 1 DOSE=3 JT DATA 41X15MM","UN ",0.05,0,1,1,1,0.28845
22714,"EMB TRANSD SERINGA 30ML","UN ",8.2878,4.662,1,1,1,38.638
22732,"BLISTER 60CAP","UN ",162.3684,0,1,1,1,1054.0372
22745,"BISNAGA FLIP-TOP 200ML","UN ",0.24,0,1,1,1,0.84
22746,"BISNAGA FLIP-TOP 250ML","UN ",0.226,0,1,1,1,0.791
22777,"SERINGA 30ML","UN ",4.4,0,1,1,1,4.4
22848,"FR  110ML NYX FLIP-TOP","UN ",0.22,0,1,1,1,0.77
23135,"*IMA GELADEIRA 0800","UN ",0.364,0,1,1,1,2.09989
23151,"FR   60ML C/ VALVULA","UN ",1,0,1,1,1,3.5
23274,"*FR PET 60ML R28 AMBAR","UN ",0.7894,5.0067,1,1,1,3.95229
23275,"*FR PET 100ML R28 AMBAR","UN ",1.0702,4.8789,1,1,1,5.2214
23285,"*SACO PLASTICO 60X90X0,010","KG ",24.9,0,1,1,1,143.64661
23328,"*VALV R18 SPRAY BRANCA","UN ",0.963,1.8211,1,1,1,1.75372
23329,"*DOSADOR ORAL 5ML","UN ",0.735,0,1,1,1,4.24017
23330,"*DOSADOR ORAL 10ML","UN ",0.9,5.4035,1,1,1,4.86315
23345,"*FR APLIC 30ML","UN ",0.473,3.8734,1,1,1,1.83212
23347,"*INAT FR VIDRO REAGENTE 500ML","UN ",25.3269,0,1,1,1,146.10937
23367,"*POTE VD 15ML FOSCO","UN ",1.31664,0,1,1,1,7.59562
23368,"*TP R18 EASY DROPPER OILY BCA","UN ",1.31,0,1,1,1,7.55731
23369,"*TALQUEIRA 100G OVAL BCA","UN ",1.22622,0,1,1,1,7.07399
23462,"*ETIQ TESTOSTERONA 65X6MM","UN ",0.05,3.9241,1,1,1,0.19621
23492,"*TAMPA BISNAG PLAST 15G","UN ",0,0,1,1,1,0
23493,"*CANULA 95MM P/100ML","UN ",0.21507,6.1296,1,1,1,1.31829
23494,"*INAT VD 4,5ML AMBAR","UN ",0.36408,0,1,1,1,2.10036
23495,"*TP R28 FR COSFAR 500ML/1L PRT","UN ",0.163,0,1,1,1,0.94034
23496,"*BATOQUE FR CONTA GOTAS BCO","UN ",0.0496,0,1,1,1,0.28614
23500,"POTE CREME VIDRO 15G","UN ",2.643,0,1,1,1,17.1574
23566,"EMB TRANSD SACHÊS 30G","UN ",14.5812,4.9412,1,1,1,72.04863
23567,"*BISN PLAST BCA 7G","UN ",0.26654,6.1533,1,1,1,1.6401
